index,table_id,table_name,download_URL,accessURL,data_format,last_update,dataset_id,dataset_name,frequency
33,555b616ec751df4bb2190c78,Plaintes reçues par la CNIL,,https://www.data.gouv.fr/datasets/555b616ec751df4bb2190c78/,,2023-06-28T08:36:12.428000,555b616ec751df4bb2190c78,plaintes-recues-par-la-cnil,annual
34,8af52489-56d6-4d17-b998-7bc837359dae,opencnil-volumes-plaintes-depuis-1981-maj-juin-2023.xlsx,https://static.data.gouv.fr/resources/plaintes-recues-par-la-cnil/20230628-083606/opencnil-volumes-plaintes-depuis-1981-maj-juin-2023.xlsx,https://www.data.gouv.fr/datasets/555b616ec751df4bb2190c78/#resource-8af52489-56d6-4d17-b998-7bc837359dae,xlsx,2023-06-28T08:36:12.409000,555b616ec751df4bb2190c78,plaintes-recues-par-la-cnil,annual
35,0f678674-4327-4c4d-8819-b6f508b41d0e,opencnil-volumes-plaintes-depuis-1981-maj-juin-2023.csv,https://static.data.gouv.fr/resources/plaintes-recues-par-la-cnil/20230628-083540/opencnil-volumes-plaintes-depuis-1981-maj-juin-2023.csv,https://www.data.gouv.fr/datasets/555b616ec751df4bb2190c78/#resource-0f678674-4327-4c4d-8819-b6f508b41d0e,csv,2023-06-28T08:35:46.905000,555b616ec751df4bb2190c78,plaintes-recues-par-la-cnil,annual
36,3f43b14a-c403-4235-b0bd-91d6a84cc949,opencnil-nombre-controles-depuis-1990-maj-juin-2023.csv,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20230628-081434/opencnil-nombre-controles-depuis-1990-maj-juin-2023.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-3f43b14a-c403-4235-b0bd-91d6a84cc949,csv,2023-06-28T08:14:40.613000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
37,d6fd9a3d-c1e4-408c-a640-2cba1c016851,opencnil-nombre-controles-depuis-1990-maj-juin-2023.xlsx,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20230628-081348/opencnil-nombre-controles-depuis-1990-maj-juin-2023.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-d6fd9a3d-c1e4-408c-a640-2cba1c016851,xlsx,2023-06-28T08:13:57.738000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
38,a98f65fa-a4e7-465e-8ab0-9bd8548fdf21,open-data-controles-2021-v20220921.csv,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20221025-111715/open-data-controles-2021-v20220921.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-a98f65fa-a4e7-465e-8ab0-9bd8548fdf21,csv,2022-10-25T11:17:20.715000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
39,1885ab39-5195-49d3-9459-8e586cf73c9e,open-data-controles-2021-v20220921.xlsx,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20221025-111639/open-data-controles-2021-v20220921.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-1885ab39-5195-49d3-9459-8e586cf73c9e,xlsx,2022-10-25T11:16:45.784000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
40,40f96c85-5d8c-4865-814a-5466b37208e3,open-data-controles-2020-vd-20210603.csv,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20210603-121859/open-data-controles-2020-vd-20210603.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-40f96c85-5d8c-4865-814a-5466b37208e3,csv,2021-06-03T12:20:05.878000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
41,412e3968-f7b7-493f-9b32-cef9b23f5a0b,open-data-controles-2020-vd-20210603.xlsx,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20210603-121635/open-data-controles-2020-vd-20210603.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-412e3968-f7b7-493f-9b32-cef9b23f5a0b,xlsx,2021-06-03T12:16:52.934000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
42,555c53c0c751df5d48190c78,Marchés publics de la CNIL ,,https://www.data.gouv.fr/datasets/555c53c0c751df5d48190c78/,,2021-06-02T10:47:27.005000,555c53c0c751df5d48190c78,marches-publics-de-la-cnil,annual
43,ff8a9567-f80d-412b-a09a-471e37a8e038,opencnil-marches-publics-2014-2020.xlsx,https://static.data.gouv.fr/resources/marches-publics-de-la-cnil/20210602-104255/opencnil-marches-publics-2014-2020.xlsx,https://www.data.gouv.fr/datasets/555c53c0c751df5d48190c78/#resource-ff8a9567-f80d-412b-a09a-471e37a8e038,xlsx,2021-06-02T10:43:06.673000,555c53c0c751df5d48190c78,marches-publics-de-la-cnil,annual
44,561bd5d4c751df5cbacdbb48,"Droit d'accès indirect (TAJ, STIC, JUDEX)",,https://www.data.gouv.fr/datasets/561bd5d4c751df5cbacdbb48/,,2021-06-02T10:12:23.751000,561bd5d4c751df5cbacdbb48,droit-dacces-indirect-taj-stic-judex,annual
45,442bc874-6247-4963-b879-7dd004a0cc68,opencnil-liste-controles-2019.xlsx,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20201113-214056/opencnil-liste-controles-2019.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-442bc874-6247-4963-b879-7dd004a0cc68,xlsx,2020-11-13T21:41:09.526000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
46,c6023aa0-4e62-4855-acec-2cff5dfabc8e,opencnil-liste-controles-2019.csv,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20200703-154030/opencnil-liste-controles-2019.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-c6023aa0-4e62-4855-acec-2cff5dfabc8e,csv,2020-07-03T15:40:47.050000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
47,4cf98e07-b37f-44a3-b8f1-b36e35a3d6d1,opencnil-liste-controles-2018.csv,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20190516-120506/opencnil-liste-controles-2018.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-4cf98e07-b37f-44a3-b8f1-b36e35a3d6d1,csv,2019-05-16T12:05:14.591000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
48,6583e296-e192-42e4-9611-dd7c2212b6f7,opencnil-liste-controles-2018.xlsx,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20190516-120433/opencnil-liste-controles-2018.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-6583e296-e192-42e4-9611-dd7c2212b6f7,xlsx,2019-05-16T12:04:43.092000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
49,7701f9a3-2c6b-43de-bf85-3fe5ba50b90c,open-cnil-ventilation-sanctions-depuis-2014-vd.csv,https://static.data.gouv.fr/resources/sanctions-prononcees-par-la-cnil/20190514-165447/open-cnil-ventilation-sanctions-depuis-2014-vd.csv,https://www.data.gouv.fr/datasets/591af43d88ee3826b379093a/#resource-7701f9a3-2c6b-43de-bf85-3fe5ba50b90c,csv,2019-05-14T16:54:53.357000,591af43d88ee3826b379093a,sanctions-prononcees-par-la-cnil,annual
50,3c313b29-f4a1-4ce3-bfbb-c418b7694f0b,open-cnil-ventilation-sanctions-depuis-2014-vd.xlsx,https://static.data.gouv.fr/resources/sanctions-prononcees-par-la-cnil/20190514-165405/open-cnil-ventilation-sanctions-depuis-2014-vd.xlsx,https://www.data.gouv.fr/datasets/591af43d88ee3826b379093a/#resource-3c313b29-f4a1-4ce3-bfbb-c418b7694f0b,xlsx,2019-05-14T16:54:10.496000,591af43d88ee3826b379093a,sanctions-prononcees-par-la-cnil,annual
51,162e9b42-5b26-4050-affb-fd0c4a0ded5c,opencnil-dai-stic-judex-taj-maj-janvier-2019.xlsx,https://static.data.gouv.fr/resources/droit-dacces-indirect-taj-stic-judex/20190513-182942/opencnil-dai-stic-judex-taj-maj-janvier-2019.xlsx,https://www.data.gouv.fr/datasets/561bd5d4c751df5cbacdbb48/#resource-162e9b42-5b26-4050-affb-fd0c4a0ded5c,xlsx,2019-05-13T18:29:54.303000,561bd5d4c751df5cbacdbb48,droit-dacces-indirect-taj-stic-judex,annual
52,b3b36cf7-9b7d-4cca-823c-3e5832b191ac,opencnil-dai-stic-judex-taj-maj-janvier-2019.csv,https://static.data.gouv.fr/resources/droit-dacces-indirect-taj-stic-judex/20190513-182503/opencnil-dai-stic-judex-taj-maj-janvier-2019.csv,https://www.data.gouv.fr/datasets/561bd5d4c751df5cbacdbb48/#resource-b3b36cf7-9b7d-4cca-823c-3e5832b191ac,csv,2019-05-13T18:25:30.713000,561bd5d4c751df5cbacdbb48,droit-dacces-indirect-taj-stic-judex,annual
53,ec84ec1d-93eb-4d35-99dc-ae496a34d3e4,Liste des contrôles réalisés par la CNIL en 2017,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20180620-161327/OpenCnil_liste_controles_2017.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-ec84ec1d-93eb-4d35-99dc-ae496a34d3e4,csv,2018-06-20T16:13:44.012000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
54,67ef86ff-57ec-4350-89e6-5ecc393e0a51,Liste des contrôles réalisés par la CNIL en 2017,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20180620-161159/OpenCnil_liste_controles_2017.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-67ef86ff-57ec-4350-89e6-5ecc393e0a51,xlsx,2018-06-20T16:12:01.659000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
55,555defefc751df4b6ec98e0f,Traitements de données personnelles déclarés à la CNIL avant le 25 mai 2018,,https://www.data.gouv.fr/datasets/555defefc751df4b6ec98e0f/,,2018-06-20T15:26:51.705000,555defefc751df4b6ec98e0f,traitements-de-donnees-personnelles-declares-a-la-cnil-avant-le-25-mai-2018,weekly
56,555b5673c751df4821190c78,Correspondants Informatique et Libertés (CIL),,https://www.data.gouv.fr/datasets/555b5673c751df4821190c78/,,2018-05-24T16:11:54.117000,555b5673c751df4821190c78,correspondants-informatique-et-libertes-cil,monthly
57,e7c6dca5-0be8-4dc5-961c-375f8ae61297,Organismes_avec_CIL.xlsx,https://static.data.gouv.fr/resources/correspondants-informatique-et-libertes-cil/20180524-160154/OpenCNIL_Organismes_avec_CIL_VD_20180523.xlsx,https://www.data.gouv.fr/datasets/555b5673c751df4821190c78/#resource-e7c6dca5-0be8-4dc5-961c-375f8ae61297,xlsx,2018-05-24T16:02:01.468000,555b5673c751df4821190c78,correspondants-informatique-et-libertes-cil,monthly
58,09511ebe-ebba-4724-9868-2ce5a64e5171,Organismes_avec_CIL.csv,https://static.data.gouv.fr/resources/correspondants-informatique-et-libertes-cil/20180524-160058/OpenCNIL_Organismes%20avec%20CIL_VD_20180523.csv,https://www.data.gouv.fr/datasets/555b5673c751df4821190c78/#resource-09511ebe-ebba-4724-9868-2ce5a64e5171,csv,2018-05-24T16:01:04.173000,555b5673c751df4821190c78,correspondants-informatique-et-libertes-cil,monthly
59,53ca2dc6a3a7294a1ddd7848,Les délibérations de la CNIL,,https://www.data.gouv.fr/datasets/53ca2dc6a3a7294a1ddd7848/,,2017-07-26T10:14:06.207000,53ca2dc6a3a7294a1ddd7848,les-deliberations-de-la-cnil,monthly
60,e1e5ab3b-301f-431d-8cfc-dd73c05a52f8,Liste des contrôles réalisés par la CNIL en 2016,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20170330-170209/OpenCNIL_liste_controles_2016.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-e1e5ab3b-301f-431d-8cfc-dd73c05a52f8,csv,2017-03-30T17:05:21.543000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
61,824481b4-449f-4a60-a093-390b2c788f07,Liste des contrôles réalisés par la CNIL en 2016,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20170330-170112/OpenCNIL_liste_controles_2016.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-824481b4-449f-4a60-a093-390b2c788f07,xlsx,2017-03-30T17:04:19.852000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
62,4a5883cd-7499-4b2f-a0fe-64c4f3088856,Liste des contrôles réalisés par la CNIL en 2015,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20160503-163839/OpenCNIL_liste_controles_2015.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-4a5883cd-7499-4b2f-a0fe-64c4f3088856,csv,2016-05-03T16:38:44.760000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
63,b202d3a9-3ba8-44e7-8ca8-0a81d6421ce9,Liste des contrôles réalisés par la CNIL en 2015,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/20160503-163810/OpenCNIL_liste_controles_2015.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-b202d3a9-3ba8-44e7-8ca8-0a81d6421ce9,xlsx,2016-05-03T16:38:23.365000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
64,440172f8-46b9-435c-a222-1b7c43c35c41,Liste des contrôles réalisés par la CNIL en 2014,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/community/20150615-174337/OpenCNIL_Liste_controles_2014_VD_20150604.csv,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-440172f8-46b9-435c-a222-1b7c43c35c41,csv,2015-06-15T17:43:41.063000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
65,5003f4d3-501b-4a8a-b494-8cc1bd55064d,Liste des contrôles réalisés par la CNIL en 2014,https://static.data.gouv.fr/resources/controles-realises-par-la-cnil/community/20150615-174016/OpenCNIL_Liste_controles_2014_VD_20150604.xlsx,https://www.data.gouv.fr/datasets/555c431bc751df5800190c78/#resource-5003f4d3-501b-4a8a-b494-8cc1bd55064d,xlsx,2015-06-15T17:40:24.076000,555c431bc751df5800190c78,controles-realises-par-la-cnil,annual
